"Hhindex" "pernum" "sex" "race" "hisp" "age" "relate" "ownership"
1181 1 2 1 1 53 1 1
1181 2 1 1 1 27 2 1
1181 3 1 1 1 24 3 1
1181 4 1 1 1 19 3 1
1182 1 2 1 1 19 1 2
1182 2 1 1 1 5 3 2
1182 3 2 1 1 5 3 2
1182 4 1 1 1 4 3 2
1183 1 1 1 1 59 1 1
1183 2 2 1 1 54 2 1
1184 1 1 1 1 57 1 1
1184 2 2 1 1 53 2 1
1185 1 1 1 2 71 1 1
1185 2 2 1 2 72 2 1
1186 1 2 6 1 54 1 1
1186 2 1 6 1 51 2 1
1186 3 1 6 1 15 3 1
1187 1 2 1 1 45 1 1
1187 2 1 1 1 18 3 1
1187 3 1 1 1 15 3 1
1187 4 2 1 1 13 3 1
1187 5 1 1 1 12 3 1
1188 1 1 1 1 53 1 1
1188 2 2 1 1 51 2 1
1189 1 2 1 1 63 1 2
1189 2 1 1 1 66 2 2
1189 3 2 1 1 42 3 2
1189 4 1 1 2 20 9 2
1189 5 1 2 1 45 11 2
1190 1 2 6 1 57 1 1
1190 2 2 6 1 83 5 1
1191 1 1 4 1 26 1 1
1191 2 2 4 1 48 5 1
1191 3 2 4 1 78 10 1
1191 4 1 4 1 20 10 1
1192 1 2 1 1 51 1 1
1192 2 1 1 1 63 2 1
1193 1 2 2 1 69 1 1
1193 2 1 2 1 66 2 1
1193 3 1 2 1 32 9 1
1194 1 2 1 1 74 1 1
1194 2 1 1 1 26 9 1
1195 1 2 1 1 78 1 1
1195 2 1 1 1 80 2 1
1196 1 1 1 1 51 1 1
1196 2 2 1 2 52 2 1
1196 3 2 1 1 2 3 1
1197 1 2 1 5 49 1 2
1197 2 1 1 5 74 2 2
1197 3 2 1 5 22 3 2
1197 4 2 1 5 21 3 2
1197 5 2 1 5 18 3 2
1198 1 1 1 1 60 1 1
1198 2 2 7 2 57 2 1
1198 3 1 8 2 29 3 1
1199 1 1 1 1 58 1 1
1199 2 2 1 1 53 2 1
1200 1 1 6 1 60 1 1
1200 2 2 6 1 54 2 1
1200 3 1 6 1 26 3 1
1200 4 1 6 1 24 3 1
1201 1 2 1 1 61 1 1
1201 2 1 1 1 60 12 1
1201 3 2 1 1 27 12 1
1202 1 1 1 1 38 1 1
1202 2 2 1 1 35 2 1
1202 3 2 1 1 13 3 1
1202 4 2 1 1 11 3 1
1202 5 1 1 1 3 12 1
1203 1 1 1 2 33 1 1
1203 2 2 1 2 32 2 1
1203 3 2 1 2 8 3 1
1203 4 2 1 2 8 3 1
1204 1 1 1 1 38 1 1
1204 2 2 1 1 38 2 1
1204 3 1 1 1 13 3 1
1204 4 2 1 1 9 3 1
1205 1 1 1 1 46 1 1
1205 2 2 1 1 53 12 1
1206 1 1 1 1 37 1 1
1206 2 2 1 1 28 2 1
1207 1 1 1 1 74 1 1
1207 2 2 1 1 70 2 1
1208 1 2 1 1 59 1 2
1208 2 1 1 1 28 3 2
1208 3 2 1 1 20 3 2
1208 4 2 1 1 10 9 2
1208 5 2 1 1 10 9 2
1209 1 2 2 1 24 1 2
1209 2 1 2 1 2 3 2
1210 1 2 1 1 72 1 1
1210 2 1 1 1 48 3 1
1210 3 1 1 1 25 9 1
1211 1 2 1 1 69 1 1
1211 2 1 1 1 67 2 1
1212 1 1 1 1 58 1 1
1212 2 2 1 1 53 2 1
1213 1 2 1 1 20 1 2
1213 2 1 1 1 20 11 2
1214 1 1 1 1 78 1 1
1214 2 2 1 1 77 2 1
1215 1 2 1 1 31 1 2
1215 2 2 1 1 25 11 2
1216 1 1 1 1 47 1 1
1216 2 2 1 1 44 2 1
1216 3 1 1 1 20 3 1
1216 4 1 1 1 18 3 1
1216 5 2 1 1 9 3 1
1217 1 1 1 1 46 1 1
1217 2 2 1 1 45 2 1
1217 3 1 1 1 8 3 1
1217 4 2 1 1 7 3 1
1217 5 2 1 1 77 5 1
1218 1 1 1 1 56 1 1
1218 2 2 1 1 56 2 1
1219 1 2 2 1 41 1 2
1219 2 1 2 1 51 2 2
1219 3 1 2 1 19 3 2
1219 4 1 2 1 9 3 2
1220 1 2 1 1 60 1 1
1220 2 1 1 1 66 2 1
1220 3 1 1 1 28 3 1
1221 1 2 2 1 47 1 2
1221 2 1 2 1 16 9 2
1221 3 1 2 1 6 9 2
1222 1 1 1 1 78 1 1
1222 2 2 1 1 80 2 1
1223 1 2 2 1 58 1 1
1223 2 1 2 1 22 2 1
1224 1 1 4 1 64 1 1
1224 2 2 4 1 58 2 1
1225 1 2 2 1 54 1 1
1225 2 2 2 1 20 3 1
1225 3 1 2 1 18 3 1
1226 1 1 1 1 50 1 1
1226 2 2 1 1 52 2 1
1226 3 2 1 1 20 3 1
1227 1 1 2 1 27 1 2
1227 2 2 2 1 26 11 2
1228 1 1 2 1 42 1 1
1228 2 2 2 1 43 2 1
1228 3 1 2 1 19 3 1
1228 4 1 2 1 15 3 1
1228 5 1 2 1 7 3 1
1229 1 1 1 1 62 1 1
1229 2 2 1 1 60 2 1
1229 3 2 1 1 31 3 1
1230 1 1 1 1 51 1 1
1230 2 2 1 1 43 2 1
1230 3 1 1 1 25 3 1
1230 4 1 1 1 23 3 1
1230 5 2 1 1 3 3 1
1231 1 2 1 1 35 1 1
1231 2 1 1 1 35 2 1
1232 1 2 1 2 33 1 2
1232 2 1 1 2 33 2 2
1232 3 1 1 2 29 7 2
1233 1 2 6 1 37 1 2
1233 2 1 1 1 7 3 2
1234 1 1 4 1 93 1 1
1234 2 2 4 1 86 2 1
1235 1 1 1 1 65 1 1
1235 2 2 1 1 64 2 1
1236 1 2 1 1 33 1 1
1236 2 1 1 1 33 2 1
1236 3 1 1 1 3 3 1
1236 4 2 1 1 1 3 1
1237 1 1 1 1 56 1 2
1237 2 2 1 1 54 2 2
1237 3 1 1 1 34 3 2
1238 1 2 3 1 40 1 1
1238 2 1 1 1 42 2 1
1238 3 2 3 1 9 3 1
1238 4 1 3 1 8 3 1
1239 1 2 1 1 82 1 1
1239 2 2 1 1 56 3 1
1240 1 1 1 1 85 1 1
1240 2 2 8 1 84 2 1
1241 1 1 1 1 58 1 1
1241 2 2 1 1 58 2 1
1241 3 1 1 1 14 9 1
1242 1 2 1 1 68 1 1
1242 2 2 1 1 87 5 1
1243 1 2 1 1 31 1 2
1243 2 2 1 1 13 3 2
1243 3 1 1 1 3 3 2
1244 1 1 1 3 47 1 1
1244 2 2 1 3 49 2 1
1244 3 1 1 3 16 3 1
1245 1 1 1 1 37 1 1
1245 2 2 1 1 31 2 1
1245 3 1 1 1 4 3 1
1246 1 2 1 1 30 1 1
1246 2 1 1 1 30 2 1
1247 1 1 1 1 60 1 1
1247 2 2 1 1 55 2 1
1247 3 1 1 1 30 3 1
1247 4 2 1 1 32 12 1
1248 1 2 1 1 34 1 1
1248 2 1 1 1 35 2 1
1248 3 2 1 1 14 3 1
1248 4 2 1 1 3 3 1
1249 1 1 1 2 47 1 2
1249 2 2 1 1 34 2 2
1249 3 2 1 2 5 3 2
1250 1 2 2 1 44 1 1
1250 2 2 2 1 23 3 1
1251 1 1 4 1 51 1 1
1251 2 2 4 1 49 2 1
1251 3 1 4 1 9 3 1
1252 1 1 6 1 69 1 1
1252 2 2 6 1 64 2 1
1252 3 1 6 1 33 3 1
1253 1 2 2 1 68 1 2
1253 2 1 2 1 72 2 2
1253 3 2 2 1 10 9 2
1253 4 2 2 1 47 10 2
1254 1 1 1 1 34 1 1
1254 2 2 1 1 34 2 1
1254 3 1 1 1 1 3 1
1255 1 1 1 3 29 1 2
1255 2 2 1 1 26 2 2
1255 3 2 1 3 6 3 2
1255 4 2 1 3 5 3 2
1256 1 2 7 5 61 1 1
1256 2 1 7 5 57 2 1
1257 1 1 1 1 29 1 1
1257 2 2 1 1 24 11 1
1258 1 2 1 1 30 1 1
1258 2 1 1 1 11 3 1
1258 3 2 1 1 1 3 1
1258 4 1 1 1 34 11 1
1259 1 2 1 1 29 1 1
1259 2 1 1 1 8 3 1
1259 3 1 1 1 6 3 1
1260 1 1 1 1 53 1 1
1260 2 2 1 1 48 2 1
1260 3 2 1 1 14 3 1
1260 4 1 1 1 12 3 1
1261 1 2 1 2 32 1 2
1261 2 2 1 2 5 3 2
1262 1 2 1 1 40 1 1
1262 2 1 1 1 42 2 1
1262 3 2 1 1 16 3 1
1262 4 1 1 1 14 3 1
1262 5 1 1 1 14 3 1
1263 1 2 1 1 67 1 1
1263 2 1 1 1 68 2 1
1264 1 1 1 2 43 1 2
1264 2 2 1 2 42 2 2
1265 1 1 1 1 49 1 1
1265 2 2 1 1 45 2 1
1265 3 1 1 1 22 3 1
1266 1 1 6 1 33 1 2
1266 2 2 1 1 35 2 2
1266 3 1 6 1 3 3 2
1267 1 1 1 1 66 1 1
1267 2 2 1 1 62 2 1
1268 1 2 8 1 38 1 2
1268 2 2 7 2 18 3 2
1268 3 1 7 2 13 3 2
1268 4 1 7 2 18 11 2
1269 1 1 1 1 57 1 1
1269 2 2 1 1 56 2 1
1270 1 2 1 1 41 1 1
1270 2 1 1 1 40 2 1
1271 1 2 2 1 55 1 1
1271 2 2 2 1 25 3 1
1271 3 1 2 1 24 7 1
1271 4 2 2 1 22 10 1
1271 5 2 2 1 9 10 1
1271 6 2 2 1 7 10 1
1272 1 1 1 1 38 1 1
1272 2 2 1 1 37 2 1
1272 3 1 1 1 14 3 1
1272 4 2 1 1 10 3 1
1273 1 2 1 2 46 1 1
1273 2 1 1 1 51 2 1
1273 3 2 1 2 24 3 1
1273 4 1 1 2 17 3 1
1274 1 1 1 1 87 1 1
1274 2 2 1 1 86 2 1
1275 1 2 2 4 85 1 1
1275 2 1 2 4 84 2 1
1276 1 1 1 1 58 1 1
1276 2 2 1 1 59 2 1
1277 1 2 1 1 55 1 1
1277 2 2 1 1 30 3 1
1277 3 1 1 1 28 3 1
1277 4 1 1 1 31 4 1
1277 5 1 1 1 46 11 1
1278 1 1 1 1 51 1 1
1278 2 2 1 1 59 2 1
1279 1 2 1 1 29 1 2
1279 2 2 1 1 7 3 2
1279 3 1 1 1 24 11 2
1280 1 2 1 1 72 1 1
1280 2 1 1 1 74 2 1
1281 1 1 6 1 32 1 2
1281 2 2 1 1 33 2 2
1282 1 1 1 1 58 1 1
1282 2 2 1 1 51 2 1
1282 3 1 1 1 21 3 1
1282 4 1 1 1 95 6 1
1283 1 2 1 1 40 1 1
1283 2 1 1 2 37 2 1
1283 3 1 1 2 19 3 1
1283 4 1 1 2 16 3 1
1284 1 1 8 1 43 1 1
1284 2 2 1 1 45 2 1
1284 3 2 8 1 21 3 1
1284 4 1 8 1 20 3 1
1285 1 2 1 1 94 1 1
1285 2 1 1 1 94 2 1
1286 1 2 1 1 72 1 1
1286 2 2 1 1 46 3 1
1287 1 1 1 1 51 1 1
1287 2 2 1 1 53 2 1
1287 3 1 1 1 19 3 1
1287 4 2 1 1 16 3 1
1288 1 2 1 1 48 1 1
1288 2 1 1 1 46 2 1
1288 3 2 1 1 15 3 1
1288 4 2 1 1 13 3 1
1288 5 2 1 1 10 3 1
1289 1 2 1 1 37 1 1
1289 2 1 1 1 36 2 1
1289 3 2 1 1 7 3 1
1289 4 1 1 1 5 3 1
1290 1 1 1 2 44 1 2
1290 2 2 1 2 38 7 2
1291 1 1 1 1 67 1 1
1291 2 2 1 1 56 2 1
1292 1 1 8 1 57 1 1
1292 2 2 1 1 61 2 1
1293 1 2 2 1 36 1 2
1293 2 1 2 1 13 3 2
1293 3 1 2 1 4 3 2
1294 1 1 1 1 82 1 1
1294 2 2 1 1 82 2 1
1295 1 1 1 1 85 1 2
1295 2 2 1 1 82 2 2
1296 1 2 1 1 42 1 1
1296 2 1 1 1 48 2 1
1296 3 2 1 1 14 3 1
1296 4 1 1 1 12 3 1
1296 5 1 1 1 10 3 1
1297 1 1 1 1 41 1 1
1297 2 1 1 1 71 11 1
1298 1 1 1 1 46 1 1
1298 2 2 1 1 46 2 1
1298 3 2 1 1 10 3 1
1299 1 1 1 1 40 1 2
1299 2 2 1 1 41 2 2
1299 3 1 1 1 13 3 2
1299 4 2 1 1 11 3 2
1300 1 2 1 1 63 1 1
1300 2 1 1 1 61 2 1
1301 1 1 1 1 57 1 1
1301 2 2 1 1 63 2 1
1302 1 2 1 1 59 1 1
1302 2 1 1 1 58 2 1
1303 1 1 1 1 64 1 1
1303 2 2 1 1 62 2 1
1304 1 2 1 1 60 1 1
1304 2 2 1 1 94 5 1
1305 1 1 1 2 39 1 2
1305 2 2 1 2 38 2 2
1305 3 2 1 2 15 3 2
1305 4 2 1 2 13 3 2
1306 1 1 1 1 75 1 1
1306 2 2 1 1 77 2 1
1306 3 1 1 1 46 3 1
1307 1 2 1 1 65 1 1
1307 2 1 1 1 65 2 1
1308 1 2 1 1 29 1 1
1308 2 2 1 1 27 11 1
1309 1 1 1 1 50 1 1
1309 2 2 1 1 48 2 1
1309 3 2 1 1 18 3 1
1309 4 1 1 1 13 3 1
1309 5 1 1 1 10 3 1
1310 1 1 2 1 46 1 2
1310 2 2 8 1 7 3 2
1311 1 1 1 1 45 1 2
1311 2 2 1 1 14 3 2
1312 1 2 1 1 56 1 1
1312 2 1 1 1 55 2 1
1312 3 1 1 1 23 3 1
1312 4 1 1 1 21 3 1
1313 1 2 1 1 56 1 1
1313 2 1 1 1 56 2 1
1314 1 2 1 2 48 1 2
1314 2 1 1 2 55 2 2
1314 3 2 1 2 20 3 2
1315 1 2 1 1 49 1 1
1315 2 1 1 1 57 2 1
1315 3 1 1 1 21 3 1
1315 4 1 1 1 11 3 1
1315 5 2 1 1 50 10 1
1316 1 2 3 1 79 1 1
1316 2 1 1 1 85 2 1
1317 1 2 7 2 50 1 2
1317 2 1 7 2 28 3 2
1317 3 2 7 2 27 3 2
1317 4 2 7 2 26 3 2
1317 5 1 7 2 24 3 2
1318 1 2 1 1 36 1 1
1318 2 1 1 1 46 2 1
1318 3 1 1 1 18 3 1
1318 4 1 1 1 13 3 1
1318 5 1 1 1 10 3 1
1318 6 2 1 1 9 3 1
1319 1 2 1 5 35 1 2
1319 2 1 1 1 32 2 2
1320 1 2 2 1 43 1 1
1320 2 1 2 1 43 2 1
1320 3 1 2 1 27 3 1
1320 4 2 2 1 19 3 1
1321 1 2 2 1 85 1 1
1321 2 1 2 1 60 3 1
1321 3 1 2 1 34 9 1
1322 1 2 1 1 73 1 1
1322 2 1 1 1 69 2 1
1323 1 1 3 1 61 1 1
1323 2 2 1 1 58 2 1
1324 1 1 6 1 66 1 1
1324 2 2 1 1 54 2 1
1325 1 2 1 3 30 1 2
1325 2 1 1 1 37 2 2
1325 3 1 1 1 5 3 2
1325 4 1 1 1 5 3 2
1326 1 1 7 5 46 1 1
1326 2 2 7 5 44 7 1
1327 1 1 2 1 35 1 1
1327 2 2 2 1 17 3 1
1327 3 1 2 1 14 3 1
1327 4 1 2 1 10 3 1
1328 1 1 1 1 77 1 1
1328 2 2 1 1 71 2 1
1329 1 2 1 1 52 1 1
1329 2 1 1 1 29 3 1
1330 1 2 1 1 30 1 1
1330 2 1 8 1 30 2 1
1331 1 1 6 1 51 1 1
1331 2 1 4 1 47 12 1
1331 3 2 6 1 36 12 1
1332 1 1 1 2 48 1 2
1332 2 1 1 2 24 3 2
1332 3 2 1 2 79 5 2
1333 1 1 1 1 37 1 1
1333 2 2 1 1 32 2 1
1333 3 2 1 1 8 3 1
1333 4 2 1 1 5 3 1
1333 5 1 1 1 14 3 1
1334 1 2 1 1 53 1 1
1334 2 2 8 2 19 3 1
1334 3 1 8 2 53 11 1
1335 1 1 1 1 62 1 1
1335 2 2 1 1 62 2 1
1336 1 1 1 1 70 1 1
1336 2 2 1 1 66 2 1
1337 1 2 2 1 81 1 1
1337 2 1 2 1 43 3 1
1337 3 2 2 1 41 3 1
1338 1 2 2 1 29 1 1
1338 2 2 2 1 10 3 1
1339 1 2 1 1 65 1 1
1339 2 2 1 1 90 5 1
1340 1 1 1 2 48 1 1
1340 2 2 1 2 48 2 1
1340 3 1 1 2 15 3 1
1340 4 2 1 2 12 3 1
1340 5 1 1 2 10 3 1
1341 1 1 1 1 67 1 1
1341 2 2 1 1 70 2 1
1342 1 1 6 1 40 1 2
1342 2 2 6 1 35 2 2
1342 3 2 6 1 7 3 2
1342 4 1 6 1 1 3 2
1343 1 2 1 1 66 1 2
1343 2 1 1 1 50 11 2
1344 1 1 1 1 81 1 1
1344 2 2 1 1 83 2 1
1345 1 1 1 1 36 1 1
1345 2 2 1 1 31 2 1
1346 1 1 1 1 28 1 2
1346 2 2 1 1 5 3 2
1346 3 2 1 1 24 10 2
1346 4 2 1 1 4 10 2
1346 5 2 1 1 26 11 2
1347 1 2 1 1 56 1 1
1347 2 1 1 1 59 2 1
1348 1 2 1 1 42 1 1
1348 2 1 1 1 14 3 1
1348 3 1 1 1 12 3 1
1348 4 2 1 1 4 3 1
1348 5 1 1 1 35 11 1
1349 1 2 2 5 37 1 2
1349 2 1 1 5 28 2 2
1349 3 1 8 5 14 3 2
1349 4 1 2 5 13 3 2
1350 1 2 1 1 37 1 1
1350 2 1 1 1 32 2 1
1351 1 1 1 1 46 1 1
1351 2 2 1 1 33 2 1
1351 3 1 1 1 4 3 1
1351 4 1 1 1 1 3 1
1352 1 1 1 2 57 1 1
1352 2 2 1 2 54 2 1
1353 1 1 2 1 49 1 1
1353 2 2 2 1 48 2 1
1353 3 2 2 1 22 3 1
1353 4 2 2 1 2 9 1
1354 1 1 1 1 69 1 1
1354 2 2 1 1 69 2 1
1355 1 2 1 1 49 1 1
1355 2 2 8 1 15 3 1
1356 1 2 2 1 67 1 1
1356 2 1 2 2 10 9 1
1357 1 2 1 1 61 1 1
1357 2 2 1 1 24 3 1
1358 1 1 1 2 57 1 1
1358 2 2 1 1 50 2 1
1358 3 1 1 2 23 3 1
1358 4 2 1 2 19 3 1
1358 5 1 1 2 16 3 1
1359 1 2 1 1 73 1 1
1359 2 2 1 1 44 3 1
1359 3 2 1 1 34 3 1
1359 4 2 1 1 27 9 1
1359 5 1 1 1 26 9 1
1359 6 1 1 1 24 9 1
1360 1 1 1 1 28 1 2
1360 2 2 1 1 30 2 2
1360 3 1 1 1 9 3 2
1360 4 2 1 1 7 3 2
1360 5 1 1 1 5 3 2
1361 1 1 1 2 51 1 1
1361 2 2 1 2 35 11 1
1361 3 1 1 3 17 12 1
1361 4 1 1 3 13 12 1
1361 5 2 1 3 9 12 1
1361 6 1 1 3 7 12 1
1362 1 1 1 1 68 1 1
1362 2 2 1 1 65 2 1
1363 1 1 7 2 39 1 2
1363 2 2 7 5 33 2 2
1363 3 2 7 2 12 3 2
1363 4 1 7 2 9 3 2
1364 1 2 1 1 53 1 2
1364 2 1 1 1 58 2 2
1365 1 1 1 1 27 1 1
1365 2 2 1 1 28 2 1
1366 1 2 1 1 27 1 2
1366 2 1 2 1 28 11 2
1367 1 1 1 1 35 1 1
1367 2 2 1 1 32 2 1
1367 3 2 1 1 5 3 1
1367 4 1 1 1 2 3 1
1367 5 1 1 1 1 3 1
1368 1 1 1 1 60 1 1
1368 2 2 1 1 57 2 1
1369 1 2 1 1 25 1 2
1369 2 1 1 1 25 2 2
1370 1 2 1 1 34 1 2
1370 2 2 1 1 14 3 2
1370 3 1 1 1 8 3 2
1371 1 1 7 2 53 1 2
1371 2 1 7 2 34 3 2
1371 3 2 7 2 83 5 2
1371 4 1 7 2 5 9 2
1371 5 1 7 2 57 10 2
1371 6 2 7 2 53 10 2
1372 1 2 2 1 35 1 2
1372 2 2 2 1 17 3 2
1372 3 2 2 1 6 3 2
1372 4 1 2 1 5 3 2
1373 1 1 1 2 64 1 2
1373 2 2 1 2 63 2 2
1374 1 1 1 1 61 1 1
1374 2 2 1 1 57 2 1
1374 3 1 1 1 32 4 1
1375 1 2 1 1 64 1 1
1375 2 1 1 1 65 2 1
1376 1 1 1 1 30 1 1
1376 2 2 1 1 30 2 1
1376 3 2 1 1 6 3 1
1377 1 1 1 1 43 1 1
1377 2 1 1 1 75 5 1
1377 3 2 1 1 72 5 1
1378 1 2 1 2 55 1 1
1378 2 1 8 2 23 3 1
1378 3 2 1 2 82 5 1
1379 1 2 1 1 49 1 1
1379 2 1 1 1 46 2 1
1379 3 2 1 1 18 3 1
1379 4 1 1 1 14 3 1
1380 1 2 1 1 32 1 2
1380 2 1 1 1 31 2 2
1380 3 1 1 2 4 3 2
1380 4 1 1 1 3 3 2
1381 1 2 1 1 62 1 1
1381 2 1 1 1 61 11 1
1382 1 2 2 1 63 1 1
1382 2 2 2 1 41 3 1
1382 3 2 2 1 17 9 1
1382 4 2 2 1 9 9 1
1382 5 1 2 1 5 9 1
1383 1 2 1 1 52 1 2
1383 2 1 1 1 57 2 2
1384 1 1 1 1 86 1 1
1384 2 2 1 1 85 11 1
1385 1 2 1 2 63 1 1
1385 2 1 1 2 64 2 1
1386 1 1 6 1 51 1 2
1386 2 2 6 1 39 2 2
1386 3 1 6 1 14 3 2
1386 4 2 6 1 1 3 2
1386 5 2 6 1 70 5 2
1387 1 2 1 1 69 1 1
1387 2 1 1 1 49 3 1
1388 1 1 1 1 36 1 2
1388 2 2 1 1 29 2 2
1389 1 1 1 1 48 1 1
1389 2 1 1 1 39 11 1
1390 1 1 1 1 41 1 1
1390 2 2 1 1 45 2 1
1391 1 1 1 1 38 1 1
1391 2 2 1 1 37 2 1
1392 1 2 1 1 73 1 1
1392 2 1 1 1 71 11 1
1393 1 1 1 1 44 1 1
1393 2 2 1 1 47 2 1
1394 1 1 2 1 64 1 2
1394 2 2 2 1 15 3 2
1394 3 1 2 1 14 3 2
1394 4 2 2 1 19 3 2
1394 5 2 2 1 4 9 2
1395 1 2 2 1 84 1 1
1395 2 1 2 1 58 3 1
1395 3 1 2 1 48 12 1
1396 1 1 2 1 40 1 2
1396 2 2 1 1 30 2 2
1397 1 1 1 1 84 1 2
1397 2 2 1 1 79 2 2
1398 1 2 1 1 59 1 1
1398 2 1 1 1 62 2 1
1398 3 2 1 1 32 3 1
1398 4 1 1 1 29 3 1
1398 5 1 1 1 31 4 1
1399 1 2 2 1 38 1 2
1399 2 1 2 1 21 3 2
1399 3 1 2 1 19 3 2
1399 4 1 2 1 13 3 2
1399 5 1 2 1 13 3 2
1399 6 2 2 1 11 3 2
1400 1 2 1 1 84 1 1
1400 2 2 1 1 48 3 1
1401 1 1 1 1 59 1 1
1401 2 2 1 1 58 2 1
1402 1 2 1 1 41 1 1
1402 2 2 1 1 48 7 1
1403 1 1 1 1 42 1 1
1403 2 2 1 1 44 2 1
1403 3 1 1 1 12 3 1
1404 1 2 1 1 26 1 1
1404 2 1 1 1 26 2 1
1404 3 1 1 1 2 3 1
1405 1 1 2 1 34 1 2
1405 2 1 2 1 14 3 2
1406 1 1 1 3 35 1 1
1406 2 2 1 3 33 11 1
1407 1 2 1 1 65 1 1
1407 2 1 1 1 69 2 1
1408 1 1 1 1 62 1 1
1408 2 2 1 1 56 2 1
1409 1 2 1 1 61 1 1
1409 2 1 1 1 34 3 1
1410 1 1 1 1 61 1 1
1410 2 2 1 1 56 2 1
1410 3 1 8 1 14 3 1
1411 1 1 1 1 79 1 1
1411 2 2 1 1 76 2 1
1412 1 1 1 1 54 1 2
1412 2 2 1 1 57 11 2
1413 1 1 2 1 39 1 1
1413 2 2 2 1 44 2 1
1413 3 2 2 1 16 3 1
1414 1 2 1 1 42 1 1
1414 2 2 1 1 16 3 1
1414 3 2 1 1 12 3 1
1415 1 1 9 1 36 1 1
1415 2 2 8 1 35 2 1
1415 3 2 9 1 5 3 1
1415 4 1 9 1 2 3 1
1416 1 1 1 1 30 1 1
1416 2 1 1 1 30 11 1
1417 1 1 1 1 46 1 1
1417 2 2 1 1 39 2 1
1417 3 1 1 1 9 3 1
1418 1 1 2 1 44 1 1
1418 2 2 2 1 45 7 1
1418 3 2 2 1 23 10 1
1418 4 1 2 1 17 10 1
1419 1 1 1 1 49 1 1
1419 2 1 1 1 24 3 1
1419 3 2 1 1 23 12 1
1420 1 1 2 1 18 1 2
1420 2 2 2 1 20 11 2
1421 1 1 1 1 55 1 2
1421 2 2 1 1 56 2 2
1421 3 1 1 1 23 3 2
1422 1 2 1 1 52 1 1
1422 2 1 1 1 53 2 1
1422 3 2 1 1 17 3 1
1423 1 2 1 1 59 1 1
1423 2 1 1 1 63 2 1
1424 1 1 1 1 89 1 2
1424 2 2 1 1 76 2 2
1425 1 1 1 1 42 1 1
1425 2 2 1 1 48 2 1
1425 3 2 1 1 10 3 1
1426 1 1 1 1 54 1 2
1426 2 2 8 1 51 11 2
1427 1 2 2 1 33 1 1
1427 2 2 2 1 8 3 1
1428 1 2 1 1 77 1 1
1428 2 1 1 1 82 2 1
1429 1 2 1 1 50 1 1
1429 2 1 1 1 52 2 1
1429 3 2 1 1 18 3 1
1429 4 2 1 1 16 3 1
1430 1 1 7 5 45 1 2
1430 2 1 7 5 17 3 2
1430 3 1 7 5 13 3 2
1430 4 2 7 5 32 11 2
1431 1 1 1 1 49 1 1
1431 2 2 1 1 50 2 1
1431 3 2 1 1 18 3 1
1432 1 2 1 2 41 1 2
1432 2 1 1 2 19 3 2
1433 1 1 4 1 63 1 2
1433 2 2 4 1 59 2 2
1433 3 2 4 1 30 11 2
1434 1 1 1 1 67 1 1
1434 2 2 1 1 63 2 1
1434 3 2 1 1 28 3 1
1435 1 1 1 1 65 1 1
1435 2 1 1 1 24 3 1
1436 1 1 1 2 68 1 1
1436 2 2 1 2 69 2 1
1436 3 2 1 2 46 3 1
1437 1 1 2 1 46 1 2
1437 2 1 2 1 26 10 2
1437 3 1 2 1 32 11 2
1438 1 1 1 1 61 1 1
1438 2 2 1 1 81 5 1
1439 1 1 1 1 62 1 1
1439 2 2 1 1 66 2 1
1440 1 2 1 1 60 1 1
1440 2 1 1 1 75 2 1
1441 1 2 1 1 46 1 2
1441 2 1 1 2 9 3 2
1441 3 1 1 2 9 3 2
1442 1 1 1 1 89 1 2
1442 2 2 1 1 86 2 2
1443 1 1 1 1 82 1 2
1443 2 2 1 1 70 2 2
1444 1 2 2 1 36 1 2
1444 2 1 2 1 12 3 2
1444 3 1 2 1 10 3 2
1444 4 1 2 1 6 3 2
1445 1 2 1 1 82 1 1
1445 2 2 1 1 56 3 1
1446 1 1 1 1 55 1 1
1446 2 2 1 1 55 2 1
1447 1 1 1 1 45 1 1
1447 2 2 1 1 46 2 1
1447 3 1 1 1 17 3 1
1448 1 1 1 1 55 1 2
1448 2 2 1 1 52 2 2
1448 3 2 1 1 24 3 2
1448 4 2 1 1 18 3 2
1449 1 1 1 1 46 1 1
1449 2 2 1 1 45 2 1
1449 3 2 1 1 21 3 1
1449 4 2 1 1 9 3 1
1450 1 2 1 1 36 1 1
1450 2 1 1 1 38 2 1
1450 3 1 1 1 8 3 1
1450 4 1 1 1 7 3 1
1450 5 2 1 1 4 3 1
1451 1 1 1 1 88 1 1
1451 2 2 1 1 86 2 1
1452 1 1 1 5 76 1 1
1452 2 2 1 5 73 2 1
1453 1 2 1 1 48 1 1
1453 2 1 1 1 17 3 1
1453 3 1 1 1 8 3 1
1453 4 1 1 1 50 11 1
1454 1 1 1 1 54 1 1
1454 2 2 1 1 56 2 1
1455 1 1 4 1 43 1 1
1455 2 1 4 1 45 7 1
1455 3 2 4 1 67 5 1
1456 1 2 2 1 67 1 2
1456 2 1 2 1 61 2 2
1456 3 1 2 1 46 3 2
1457 1 2 1 2 28 1 2
1457 2 1 1 2 9 3 2
1457 3 2 1 2 6 3 2
1457 4 1 1 2 38 11 2
1458 1 1 1 1 71 1 1
1458 2 2 1 1 69 2 1
1459 1 2 1 1 52 1 1
1459 2 1 1 1 60 2 1
1460 1 1 8 2 71 1 1
1460 2 2 1 2 67 2 1
1461 1 1 1 1 32 1 1
1461 2 2 1 2 31 2 1
