"Hhindex" "pernum" "sex" "race" "hisp" "age" "relate" "ownership" "headsex" "headrace" "headhisp" "headage"
3763 4 2 1 1 NA NA NA 2 1 1 35
3764 2 1 1 1 75 NA NA 2 1 1 69
3765 2 2 1 NA 81 NA 1 NA NA 1 82
3766 2 2 NA 1 NA 2 NA 1 1 NA 61
3767 2 NA 1 5 65 2 1 NA NA 1 62
3768 2 2 1 1 73 2 1 1 NA NA 73
3769 2 2 1 1 57 2 1 1 NA NA 65
3770 2 NA 1 1 NA 2 NA 1 NA 1 68
3771 2 2 NA 1 NA 2 1 1 NA 1 71
3772 2 2 NA NA 67 2 NA NA 1 1 69
3773 2 NA 7 1 NA 3 2 2 7 1 37
3773 3 NA NA 1 3 NA 2 2 7 1 37
3773 4 1 NA 1 1 NA 2 2 7 1 37
3774 2 2 2 1 NA NA 1 1 NA 1 66
3775 2 1 2 NA NA 2 2 2 2 1 55
3775 3 2 2 1 20 NA 2 2 2 1 55
3775 4 1 2 1 19 3 2 2 2 1 55
3776 2 1 NA 1 20 3 NA NA NA 1 52
3776 3 NA 1 NA 20 13 NA NA NA 1 52
3777 2 1 1 1 NA 2 NA 2 1 1 57
3777 3 NA NA 1 25 NA NA 2 1 1 57
3777 4 2 NA 1 17 3 NA 2 1 1 57
3778 2 NA NA 1 22 3 NA NA 8 1 43
3778 3 1 2 1 17 NA NA NA 8 1 43
3779 2 NA NA 3 NA NA 1 2 NA NA 75
3780 2 NA NA 1 66 2 1 1 1 1 65
3781 2 NA 1 1 88 NA NA 2 1 1 85
3782 2 2 1 1 11 NA NA 1 1 NA 46
3782 3 2 1 NA 54 12 NA 1 1 NA 46
3783 2 2 1 1 NA 2 NA NA 1 NA 62
3784 2 NA 1 1 NA 2 NA NA 1 1 61
3784 3 2 1 NA 37 NA NA NA 1 1 61
3785 2 1 6 1 NA NA 1 NA 6 NA 38
3785 3 NA NA 1 10 NA 1 NA 6 NA 38
3785 4 NA NA 1 13 4 1 NA 6 NA 38
3786 2 NA 2 NA 60 2 NA 1 2 1 61
3787 2 2 1 1 62 NA NA NA NA NA 64
3788 2 NA 1 1 NA 2 NA 1 1 1 31
3788 3 NA 1 NA 1 NA NA 1 1 1 31
3789 2 NA NA 1 72 2 1 2 NA 1 72
3790 2 2 NA NA 26 12 2 NA 1 1 23
3791 2 2 1 1 53 2 NA 1 1 NA 53
3791 3 2 NA 1 24 3 NA 1 1 NA 53
3792 2 1 1 1 34 2 1 NA NA 1 32
3793 2 2 NA 2 65 2 NA 1 1 2 68
3794 2 1 1 1 NA 2 1 NA 1 NA 31
3794 3 2 1 NA 10 3 1 NA 1 NA 31
3794 4 1 NA 1 6 3 1 NA 1 NA 31
3795 2 1 3 NA 61 6 1 1 NA 1 57
3796 2 2 1 1 70 NA 1 NA NA 1 72
3797 2 1 1 1 NA NA NA 2 NA NA 51
3798 2 NA NA 5 NA 2 1 1 1 NA 43
3798 3 2 NA 1 10 3 1 1 1 NA 43
3798 4 2 1 NA NA 7 1 1 1 NA 43
3799 2 NA 1 1 42 2 2 1 NA 1 43
3799 3 NA 1 1 20 NA 2 1 NA 1 43
3799 4 1 1 1 16 NA 2 1 NA 1 43
3800 2 1 9 1 26 12 2 2 1 1 24
3801 2 2 1 NA NA 2 NA 1 NA NA 70
3802 2 2 1 NA 32 2 1 1 1 NA 55
3802 3 NA NA 1 7 NA 1 1 1 NA 55
3802 4 NA 1 1 14 5 1 1 1 NA 55
3803 2 NA 1 1 NA NA 1 2 1 NA 42
3804 2 2 NA NA 35 2 1 1 4 NA 32
3805 2 NA 1 NA 90 2 NA NA 1 NA 68
3806 2 2 1 1 NA 2 1 1 NA 1 55
3807 2 2 NA 1 68 2 1 1 1 1 70
3808 2 1 2 1 54 2 1 NA 2 1 53
3809 2 NA 2 NA 27 12 2 NA NA NA 32
3810 2 2 1 1 66 12 1 1 1 1 62
3811 2 NA 2 1 NA 2 1 1 NA 1 27
3811 3 2 2 1 NA 3 1 1 NA 1 27
3812 2 1 1 1 13 3 NA 1 1 1 44
3813 2 2 1 NA NA 2 NA 1 1 NA 52
3814 2 2 1 1 NA 2 1 1 1 1 48
3814 3 1 1 1 17 3 1 1 1 1 48
3814 4 2 NA NA 15 3 1 1 1 1 48
3815 2 1 1 1 48 12 2 1 1 NA 39
3816 2 2 1 1 NA NA NA 1 1 1 77
3817 2 2 1 1 78 NA 1 1 1 1 77
3818 2 NA NA 1 NA 2 1 2 NA NA 53
3819 2 NA 7 2 75 NA 2 2 7 2 73
3820 2 NA 2 NA 11 3 2 2 NA 1 40
3820 3 NA NA 1 NA NA 2 2 NA 1 40
3821 2 1 1 NA NA 2 1 2 1 1 51
3821 3 1 1 NA 22 NA 1 2 1 1 51
3821 4 2 NA 1 20 NA 1 2 1 1 51
3822 2 1 1 1 NA 2 NA 2 1 1 49
3823 2 NA NA NA 15 3 NA 2 2 1 61
3824 2 1 1 1 68 12 1 2 1 1 74
3825 2 1 1 NA NA 2 1 2 3 1 55
3826 2 2 4 1 36 2 1 1 1 1 38
3826 3 NA 8 NA 3 NA 1 1 1 1 38
3827 2 1 1 1 22 3 NA NA 1 1 43
3827 3 2 1 NA NA 10 NA NA 1 1 43
3828 2 2 NA NA 65 2 NA NA NA 1 75
3829 2 NA NA 1 32 8 1 2 1 1 74
3829 3 1 1 1 25 NA 1 2 1 1 74
3830 2 1 1 5 33 11 2 NA 1 NA 58
3831 2 NA 1 1 NA 2 1 1 NA NA 64
3831 3 1 1 1 NA 3 1 1 NA NA 64
3832 2 NA NA NA 61 2 1 1 NA 1 61
3833 2 2 NA 1 72 NA 1 NA 1 1 79
3834 2 NA 2 1 28 NA NA 2 NA 1 28
3835 2 2 1 1 29 12 2 1 1 1 34
3835 3 NA 1 1 5 13 2 1 1 1 34
3836 2 2 1 1 30 12 1 NA 1 NA 33
3837 2 NA 6 NA 30 2 1 1 6 1 42
3837 3 2 6 1 NA NA 1 1 6 1 42
3837 4 1 NA 1 NA NA 1 1 6 1 42
3838 2 2 NA 1 63 2 NA NA 8 1 65
3839 2 1 1 NA 29 12 2 2 NA NA 26
3840 2 2 1 NA NA 2 1 NA NA NA 62
3840 3 NA NA 1 22 NA 1 NA NA NA 62
3840 4 1 NA NA NA NA 1 NA NA NA 62
3841 2 1 NA 1 29 NA 2 2 NA 1 26
3842 2 NA 2 1 19 3 1 NA NA 1 44
3842 3 1 2 1 16 3 1 NA NA 1 44
3842 4 2 2 NA NA 3 1 NA NA 1 44
3843 2 1 7 5 30 NA 2 1 NA 5 34
3844 2 NA 1 NA 69 2 1 1 1 1 71
3845 2 1 2 NA NA 3 NA 2 NA NA 73
3846 2 2 2 1 15 3 NA 1 2 1 46
3846 3 2 NA NA 34 12 NA 1 2 1 46
3847 2 1 2 NA 49 3 NA 1 NA 1 76
3848 2 1 7 3 50 2 NA 2 NA 1 44
3848 3 2 7 3 18 NA NA 2 NA 1 44
3848 4 1 7 NA 15 3 NA 2 NA 1 44
3849 2 2 1 NA NA 2 NA NA 1 NA 50
3850 2 1 1 4 12 NA NA 2 1 4 43
3851 2 2 1 1 58 2 1 1 NA 1 62
3852 2 2 1 1 NA 2 1 1 NA 1 72
3853 2 NA 1 1 NA 2 1 1 NA 1 77
3854 2 NA 1 1 83 12 1 1 1 1 85
3855 2 NA 7 5 25 6 1 1 7 NA 31
3856 2 1 1 1 65 NA NA NA 1 NA 62
3857 2 2 2 1 23 8 2 2 NA NA 61
3858 2 2 1 NA NA 2 NA 1 1 1 53
3859 2 NA 1 1 NA 2 1 1 NA 1 36
3859 3 NA 1 NA 1 NA 1 1 NA 1 36
3860 2 2 1 1 NA 2 NA NA 1 1 42
3860 3 2 NA 1 NA 3 NA NA 1 1 42
3860 4 1 1 1 9 3 NA NA 1 1 42
3861 2 NA 1 1 70 7 1 2 1 NA 45
3861 3 NA 1 1 69 7 1 2 1 NA 45
3862 2 NA 1 1 58 2 1 1 NA 1 58
3863 2 NA 1 1 NA 2 1 1 1 1 65
3864 2 1 NA NA 57 NA 1 NA 1 NA 55
3865 2 2 1 NA NA 2 1 1 1 1 70
3866 2 2 NA 1 NA 2 1 1 NA 1 60
3866 3 1 NA 1 25 3 1 1 NA 1 60
3867 2 NA NA 1 84 11 1 2 2 1 50
3867 3 1 NA NA 60 NA 1 2 2 1 50
3867 4 2 2 NA 60 13 1 2 2 1 50
3868 2 1 NA NA NA 2 1 2 NA 1 34
3868 3 1 1 1 8 NA 1 2 NA 1 34
3868 4 2 1 1 6 NA 1 2 NA 1 34
3869 2 2 NA 1 39 NA 1 1 9 1 40
3869 3 NA NA NA 11 3 1 1 9 1 40
3869 4 2 NA 1 4 3 1 1 9 1 40
3870 2 2 NA 5 NA 2 NA 1 1 NA 50
3870 3 2 NA NA 10 3 NA 1 1 NA 50
3870 4 2 1 5 9 3 NA 1 1 NA 50
3871 2 1 1 NA NA 2 1 NA 1 1 47
3871 3 NA 1 NA NA NA 1 NA 1 1 47
3871 4 NA 1 1 2 3 1 NA 1 1 47
3872 2 NA NA NA NA 2 2 2 8 NA 30
3873 2 1 7 2 56 2 1 2 1 1 55
3874 2 NA 1 1 NA 2 1 NA 6 NA 78
3875 2 2 1 1 65 2 NA NA 1 1 61
3875 3 NA 1 NA 40 5 NA NA 1 1 61
3876 2 2 1 1 NA 3 1 2 1 1 63
3876 3 NA 1 1 15 NA 1 2 1 1 63
3876 4 2 NA NA 13 8 1 2 1 1 63
3877 2 2 1 1 72 NA 1 1 1 NA 78
3878 2 1 NA 1 NA NA 2 2 2 1 55
3878 3 2 NA 1 55 11 2 2 2 1 55
3879 2 1 8 1 44 2 2 2 3 1 34
3879 3 NA 8 1 15 3 2 2 3 1 34
3879 4 1 NA 1 8 NA 2 2 3 1 34
3880 2 2 1 2 23 NA 2 NA NA NA 46
3881 2 2 NA 1 59 2 1 1 NA 1 62
3882 2 NA 1 1 NA 2 1 1 1 NA 43
3882 3 1 1 1 13 3 1 1 1 NA 43
3882 4 2 1 1 NA NA 1 1 1 NA 43
3883 2 2 1 1 NA 2 2 1 1 NA 35
3883 3 NA NA 1 4 3 2 1 1 NA 35
3883 4 1 1 1 NA 3 2 1 1 NA 35
3884 2 2 1 1 70 2 1 NA NA 1 72
3885 2 1 1 1 NA NA 1 2 NA 1 79
3886 2 2 1 NA 55 2 1 1 NA 1 64
3887 2 1 8 1 58 2 1 NA 1 1 57
3887 3 NA 1 1 7 8 1 NA 1 1 57
3887 4 NA 1 NA 6 NA 1 NA 1 1 57
3888 2 NA 2 NA 56 3 1 NA 2 NA 80
3888 3 NA 2 NA 74 NA 1 NA 2 NA 80
3889 2 NA 1 1 NA NA NA 1 1 NA 87
3890 2 NA 1 NA 63 2 NA 1 1 1 75
3891 2 2 1 1 NA 2 2 NA NA 1 29
3892 2 NA 1 1 44 12 2 1 1 NA 35
3893 2 2 NA 1 66 2 1 NA 1 NA 67
3894 2 NA 1 1 21 3 1 1 1 1 51
3894 3 NA NA NA 19 NA 1 1 1 1 51
3895 2 2 1 1 NA 2 1 1 1 1 69
3896 2 1 1 NA 27 12 2 1 NA 1 30
3896 3 NA NA 1 26 12 2 1 NA 1 30
3897 2 NA NA NA NA 2 1 NA 1 1 40
3897 3 2 1 NA 6 3 1 NA 1 1 40
3898 2 2 1 1 54 2 NA 1 NA 1 57
3899 2 2 NA 1 NA 2 1 1 NA 1 66
3900 2 2 1 1 NA 2 NA 1 NA NA 59
3900 3 2 1 1 NA 3 NA 1 NA NA 59
3901 2 1 1 2 8 NA 2 NA 1 2 26
3901 3 2 1 2 NA NA 2 NA 1 2 26
3901 4 NA NA 2 31 12 2 NA 1 2 26
3902 2 2 1 1 19 NA NA 2 NA 1 63
3903 2 NA 1 1 78 2 1 1 1 1 79
3904 2 1 1 1 33 NA 1 2 1 NA 34
3904 3 NA 1 1 3 3 1 2 1 NA 34
3904 4 1 NA 1 1 3 1 2 1 NA 34
3905 2 2 1 1 NA 2 1 NA NA 1 39
3905 3 2 NA NA NA 3 1 NA NA 1 39
3905 4 1 1 1 7 NA 1 NA NA 1 39
3906 2 2 2 NA 21 11 NA 1 2 NA 34
3906 3 NA NA 1 4 NA NA 1 2 NA 34
3906 4 2 1 NA 24 NA NA 1 2 NA 34
3907 2 2 NA NA 25 12 2 NA 7 2 21
3907 3 NA 7 2 25 NA 2 NA 7 2 21
3908 2 1 1 1 13 3 NA 2 1 NA 46
3908 3 1 1 1 10 NA NA 2 1 NA 46
3909 2 2 1 1 76 NA 1 1 1 NA 75
3910 2 1 1 1 53 2 1 NA NA NA 51
3910 3 NA NA 1 26 3 1 NA NA NA 51
3910 4 1 NA NA 22 3 1 NA NA NA 51
3911 2 1 1 2 49 13 1 2 1 1 72
3912 2 NA 1 1 39 NA 1 NA NA NA 25
3912 3 1 1 1 4 3 1 NA NA NA 25
3912 4 NA 1 1 11 5 1 NA NA NA 25
3913 2 NA 1 1 58 2 NA 1 1 1 58
3914 2 2 1 1 NA 2 1 1 1 1 69
3915 2 NA 1 1 42 2 1 NA NA NA 43
3915 3 2 1 1 7 NA 1 NA NA NA 43
3915 4 2 1 1 4 3 1 NA NA NA 43
3916 2 1 1 1 58 2 NA NA 1 1 65
3917 2 2 1 1 35 2 NA 1 1 NA 35
3917 3 2 NA 1 17 NA NA 1 1 NA 35
3918 2 NA 1 1 46 2 1 1 1 1 47
3918 3 NA 1 1 NA 3 1 1 1 1 47
3919 2 NA NA 5 4 3 2 2 7 3 29
3920 2 NA 1 1 44 2 1 NA 1 1 48
3920 3 2 1 1 29 3 1 NA 1 1 48
3921 2 1 NA NA 18 3 NA 2 1 3 39
3921 3 2 NA NA 16 3 NA 2 1 3 39
3921 4 1 1 3 15 3 NA 2 1 3 39
3922 2 1 1 1 17 NA 2 2 1 1 38
3922 3 2 NA NA 10 NA 2 2 1 1 38
3922 4 1 1 NA 37 12 2 2 1 1 38
3923 2 2 NA 1 70 2 1 NA NA 1 73
3923 3 1 NA 1 49 NA 1 NA NA 1 73
3924 2 1 NA 1 4 3 NA NA 2 NA 29
3925 2 1 1 1 NA 2 1 2 NA 1 65
3926 2 NA NA 1 NA 2 1 NA NA 1 53
3927 2 2 1 1 55 2 1 1 1 NA 56
3928 2 2 NA 1 60 2 1 1 1 1 62
3929 2 2 1 NA 68 2 1 NA 1 NA 80
3930 2 NA 3 1 26 2 2 1 1 1 25
3931 2 2 1 NA NA NA 2 1 1 2 59
3932 2 2 8 NA 10 3 2 2 6 1 44
3932 3 2 6 1 70 7 2 2 6 1 44
3933 2 1 1 1 NA 2 2 2 NA 3 26
3934 2 2 1 1 30 3 2 NA 1 1 60
3935 2 NA 1 1 25 NA NA 2 NA 1 53
3936 2 2 1 NA NA 2 1 NA NA 1 64
3937 2 NA 1 1 NA 2 1 NA 1 1 65
3938 2 2 1 1 52 2 1 1 1 1 50
3939 2 2 1 NA 53 2 NA NA 1 NA 60
3940 2 NA NA 1 50 2 2 1 8 NA 50
3940 3 1 NA NA 15 3 2 1 8 NA 50
3941 2 NA 1 NA NA NA 2 1 1 NA 57
3942 2 NA 1 1 NA 2 1 1 1 1 46
3942 3 2 NA NA 18 NA 1 1 1 1 46
3943 2 NA NA 1 33 12 NA 1 1 NA 41
3943 3 2 1 NA 10 13 NA 1 1 NA 41
3943 4 2 1 NA 5 NA NA 1 1 NA 41
3944 2 NA NA 1 NA 2 1 NA 1 1 89
3945 2 NA 6 NA 23 12 1 1 6 1 26
3946 2 2 NA 1 76 NA 1 NA 1 1 74
3947 2 2 1 1 NA 2 NA 1 1 1 66
3948 2 NA 1 1 NA 2 1 1 1 NA 52
3948 3 NA 1 1 19 NA 1 1 1 NA 52
3949 2 2 NA 1 58 2 1 NA 1 1 68
3950 2 2 1 1 NA 2 NA 1 1 NA 65
3951 2 1 1 1 17 NA NA 2 NA 1 53
3952 2 1 1 1 19 NA 2 2 1 NA 47
3952 3 NA 1 1 11 3 2 2 1 NA 47
3953 2 2 NA 1 NA 2 1 NA NA NA 61
3953 3 NA 1 1 19 NA 1 NA NA NA 61
3954 2 2 1 3 35 2 1 NA NA 1 40
3954 3 1 NA 3 NA 3 1 NA NA 1 40
3954 4 2 1 3 12 3 1 NA NA 1 40
3955 2 NA 1 NA NA 2 1 NA 1 1 63
3956 2 2 NA 1 63 2 1 NA 1 1 62
3957 2 NA 6 1 32 6 NA 1 6 1 35
3958 2 2 NA NA NA 2 2 1 1 1 36
3958 3 2 1 NA 1 NA 2 1 1 1 36
3959 2 NA NA NA 71 2 NA 1 6 1 69
3960 2 NA 8 2 NA NA 1 NA NA 2 52
3960 3 1 8 NA 22 3 1 NA NA 2 52
3960 4 NA 1 NA 22 12 1 NA NA 2 52
3961 2 1 1 1 44 3 1 2 1 1 75
3962 2 2 NA 1 62 2 1 1 NA 1 62
3963 2 NA 1 1 30 2 NA 1 1 1 32
3963 3 NA NA NA 4 3 NA 1 1 1 32
3964 2 1 1 NA NA 2 1 2 1 1 47
3965 2 NA 1 1 63 2 1 1 NA 1 69
3966 2 2 1 NA 20 NA NA 1 1 1 20
3967 2 2 1 1 52 2 1 NA 1 1 55
3967 3 1 1 1 24 3 1 NA 1 1 55
3968 2 NA NA 1 NA 2 NA 1 NA 1 44
3968 3 NA 1 NA 6 NA NA 1 NA 1 44
3968 4 1 1 1 4 3 NA 1 NA 1 44
3969 2 1 NA 1 58 2 NA 2 1 1 44
3969 3 1 NA 1 9 NA NA 2 1 1 44
3969 4 1 1 1 6 3 NA 2 1 1 44
3970 2 1 1 1 NA 2 1 2 1 1 49
3970 3 1 1 1 21 NA 1 2 1 1 49
3970 4 1 1 NA 17 3 1 2 1 1 49
3971 2 2 1 NA NA 2 1 NA 1 NA 50
3971 3 2 1 NA 23 3 1 NA 1 NA 50
3972 2 1 NA 1 23 11 2 2 2 1 72
3973 2 1 1 1 40 NA 1 2 1 1 27
3973 3 NA 1 1 18 NA 1 2 1 1 27
3974 2 NA NA 1 NA 2 1 NA NA 1 57
3974 3 1 NA 1 21 3 1 NA NA 1 57
3975 2 1 1 2 33 12 1 NA NA 2 29
3975 3 2 3 1 26 12 1 NA NA 2 29
3975 4 1 1 NA 23 12 1 NA NA 2 29
3976 2 1 1 2 53 2 1 2 1 NA 51
3977 2 1 1 1 NA 2 NA NA NA 1 28
3977 3 1 1 1 1 NA NA NA NA 1 28
3978 2 2 NA 1 59 2 1 1 1 NA 65
3979 2 2 1 1 NA NA NA 1 NA 1 82
3980 2 2 NA 1 59 2 NA NA 1 NA 59
3981 2 1 1 NA NA NA 1 2 1 1 32
3981 3 NA 1 1 6 NA 1 2 1 1 32
3982 2 1 NA 1 79 2 1 2 1 NA 78
3983 2 2 6 NA NA 2 1 1 6 1 60
3983 3 2 6 NA 43 11 1 1 6 1 60
3984 2 NA NA 4 27 NA NA 1 1 4 27
3984 3 NA 1 4 7 NA NA 1 1 4 27
3985 2 2 1 2 NA 2 2 1 1 2 24
3986 2 1 NA NA NA 3 2 2 1 NA 25
3986 3 1 1 NA 2 3 2 2 1 NA 25
3987 2 2 1 2 NA NA 1 1 1 NA 54
3987 3 2 NA 2 22 3 1 1 1 NA 54
3988 2 NA NA NA 37 3 NA 2 NA 1 69
3989 2 1 1 NA 41 2 NA 2 NA 1 36
3989 3 1 1 NA 17 NA NA 2 NA 1 36
3990 2 2 NA NA NA NA 1 1 NA NA 49
3990 3 NA NA NA 5 3 1 1 NA NA 49
3991 2 2 7 2 18 NA NA 1 7 NA 42
3991 3 1 NA 2 28 6 NA 1 7 NA 42
3991 4 NA NA 2 43 12 NA 1 7 NA 42
3992 2 1 1 1 NA 2 1 2 1 NA 48
3992 3 1 1 1 NA 3 1 2 1 NA 48
3993 2 2 1 1 67 2 1 1 1 1 74
3994 2 1 NA 1 NA 2 2 2 2 1 60
3995 2 1 NA 1 42 2 NA 2 6 1 38
3995 3 NA 6 NA 2 NA NA 2 6 1 38
3996 2 NA 1 NA NA 2 1 NA NA NA 54
3996 3 NA NA 1 8 NA 1 NA NA NA 54
3997 2 2 NA 1 NA 2 NA NA 1 1 68
3998 2 2 1 1 70 2 1 1 NA 1 74
3999 2 NA 1 1 NA 3 1 1 1 1 60
3999 3 2 NA 1 25 3 1 1 1 1 60
3999 4 1 NA 1 68 12 1 1 1 1 60
4000 2 NA NA 1 NA 2 1 1 NA 1 58
4001 2 2 2 1 41 2 2 1 NA NA 43
4002 2 NA 1 NA 51 2 1 1 1 1 53
4003 2 1 NA NA 21 3 NA NA 1 1 54
4004 2 2 1 NA NA NA 1 1 NA 1 77
4005 2 2 1 1 83 12 1 NA 1 1 83
4006 2 2 NA 3 13 3 NA NA NA NA 42
4006 3 2 1 NA 42 NA NA NA NA NA 42
4007 2 1 1 1 84 6 1 1 1 1 77
4008 2 1 1 NA 57 2 1 2 NA 1 46
4008 3 NA 1 1 49 13 1 2 NA 1 46
4009 2 2 1 NA 63 NA 1 1 1 1 62
4010 2 NA 2 1 54 3 2 2 NA 1 77
4010 3 1 2 1 20 8 2 2 NA 1 77
4011 2 NA 1 1 59 NA NA 1 1 1 64
4012 2 2 NA 1 NA 2 NA 1 1 1 45
4012 3 NA 1 1 15 3 NA 1 1 1 45
4012 4 2 NA NA 10 3 NA 1 1 1 45
4013 2 2 1 NA NA 2 NA 1 1 NA 62
4013 3 2 NA 2 25 3 NA 1 1 NA 62
4014 2 2 1 1 49 2 NA 1 1 1 39
4015 2 NA NA NA NA 2 1 1 NA NA 61
4015 3 NA 6 1 88 9 1 1 NA NA 61
4016 2 NA NA NA 32 2 NA 1 1 1 39
4017 2 2 NA 1 NA NA NA 1 1 NA 64
4018 2 2 1 1 NA NA 1 NA 1 1 66
4019 2 2 1 NA 61 NA NA NA 1 1 64
4019 3 1 1 1 26 5 NA NA 1 1 64
4020 2 1 1 NA NA NA 1 NA NA NA 39
4020 3 1 1 2 8 NA 1 NA NA NA 39
4020 4 2 1 NA 4 NA 1 NA NA NA 39
4021 2 NA NA NA 29 NA 2 2 1 1 27
4022 2 1 2 NA NA 2 1 2 NA 1 35
4022 3 1 NA 1 18 3 1 2 NA 1 35
4022 4 1 NA 1 14 3 1 2 NA 1 35
4023 2 1 NA 1 NA 2 2 2 NA 1 30
4024 2 2 1 NA NA 2 1 1 1 NA 68
4025 2 1 2 5 21 3 NA 2 2 5 45
4025 3 NA 2 5 19 NA NA 2 2 5 45
4026 2 NA NA NA NA 2 1 NA 1 1 62
4027 2 NA NA 1 88 2 1 NA 1 1 85
4028 2 NA NA 3 NA 2 NA 2 NA NA 31
4028 3 1 7 3 12 3 NA 2 NA NA 31
4028 4 2 NA 3 8 3 NA 2 NA NA 31
4029 2 1 NA 1 51 2 1 2 NA 1 51
4029 3 NA 1 1 17 3 1 2 NA 1 51
4030 2 NA 1 NA 66 2 2 NA 1 NA 59
4031 2 2 1 1 40 NA NA 1 8 NA 47
4031 3 NA 9 1 19 3 NA 1 8 NA 47
4031 4 NA 9 NA 16 NA NA 1 8 NA 47
4032 2 NA 1 1 NA 2 1 1 1 1 79
4033 2 NA NA 1 NA 2 1 2 1 1 29
4034 2 2 1 NA 49 12 NA 1 1 1 46
4035 2 1 NA 1 NA 2 NA 2 NA NA 44
4035 3 NA 1 1 18 3 NA 2 NA NA 44
4035 4 1 1 1 NA NA NA 2 NA NA 44
4036 2 NA NA 1 59 2 NA NA 1 NA 62
4037 2 2 NA 1 21 3 1 1 1 NA 51
4038 2 1 NA 1 NA 2 NA 2 1 1 34
4038 3 NA 1 1 6 3 NA 2 1 1 34
4039 2 2 NA 1 NA NA 1 1 6 NA 37
4039 3 2 6 NA 5 3 1 1 6 NA 37
4039 4 2 6 1 2 3 1 1 6 NA 37
4040 2 NA 1 1 53 12 NA 1 1 1 49
4041 2 1 1 1 3 NA NA 2 1 1 26
4041 3 1 NA NA 34 12 NA 2 1 1 26
4042 2 NA 1 1 NA 2 1 1 1 NA 64
4042 3 2 1 1 35 NA 1 1 1 NA 64
4042 4 2 8 5 5 NA 1 1 1 NA 64
4043 2 1 NA NA 45 2 NA NA 1 1 41
4043 3 1 1 1 12 3 NA NA 1 1 41
4043 4 1 1 1 8 NA NA NA 1 1 41
4044 2 1 1 1 NA 2 1 NA NA 1 56
4045 2 2 1 3 NA 2 2 1 1 3 50
4045 3 1 1 1 25 5 2 1 1 3 50
4046 2 NA NA 1 NA NA 1 2 1 1 64
4047 2 NA 1 1 52 12 NA NA 1 1 48
4048 2 NA 1 NA 64 2 1 1 NA 1 69
4049 2 2 1 1 18 NA 2 2 NA NA 43
4050 2 2 1 1 NA 2 1 NA NA 1 80
4050 3 1 1 1 45 3 1 NA NA 1 80
4051 2 1 2 1 56 2 1 2 2 1 50
4051 3 2 2 1 NA 3 1 2 2 1 50
4051 4 NA 2 1 3 8 1 2 2 1 50
4052 2 NA 1 1 75 2 1 1 1 NA 75
4052 3 2 1 1 42 3 1 1 1 NA 75
4053 2 NA NA 1 NA 2 1 2 NA 1 57
4054 2 2 6 1 NA 2 NA NA NA NA 72
4055 2 2 NA 1 46 NA NA 1 1 1 46
4056 2 2 1 1 NA 2 1 NA NA NA 65
4057 2 1 4 1 23 3 1 NA 4 1 54
4057 3 NA 4 1 64 13 1 NA 4 1 54
4058 2 1 1 1 31 2 1 NA NA 1 32
4059 2 2 1 1 NA NA 1 1 NA 1 49
4059 3 NA 1 1 14 3 1 1 NA 1 49
4060 2 NA NA 1 27 2 NA NA 6 1 30
4061 2 1 1 1 NA 2 1 2 NA NA 68
4062 2 NA 1 NA 41 2 NA NA 1 NA 29
4062 3 2 1 1 NA NA NA NA 1 NA 29
4062 4 1 NA 1 24 13 NA NA 1 NA 29
4063 2 2 1 1 70 2 1 NA 1 1 68
4064 2 NA NA NA 87 NA 1 2 1 1 62
4065 2 2 6 1 28 12 2 1 1 1 42
4066 2 2 NA 1 65 2 1 1 1 NA 68
4067 2 NA NA NA 26 3 1 1 1 1 56
4067 3 1 1 NA 21 3 1 1 1 1 56
4067 4 2 1 NA 52 12 1 1 1 1 56
4068 2 NA NA 1 44 NA 1 2 NA 1 50
4069 2 NA 1 2 93 NA 1 2 1 NA 56
4069 3 2 1 NA 17 11 1 2 1 NA 56
4070 2 2 1 1 NA 2 1 1 1 1 40
4070 3 1 NA NA 12 3 1 1 1 1 40
4070 4 2 1 NA 7 3 1 1 1 1 40
4071 2 NA NA NA 29 3 2 NA 2 1 53
4072 2 NA 1 1 NA NA NA 2 1 1 49
4072 3 1 NA 1 19 NA NA 2 1 1 49
4073 2 2 1 1 17 8 NA 2 NA 1 74
4073 3 1 1 1 30 13 NA 2 NA 1 74
4074 2 2 1 2 NA NA 1 1 NA 2 72
4075 2 2 1 NA NA 2 1 NA 1 1 42
4075 3 1 1 1 18 NA 1 NA 1 1 42
4075 4 NA 1 1 11 NA 1 NA 1 1 42
4076 2 NA 1 1 55 2 1 NA 1 NA 56
4077 2 NA 1 1 71 2 1 2 1 1 69
4078 2 NA 2 1 51 3 1 2 2 1 72
4079 2 2 NA 1 46 2 1 1 1 NA 48
4080 2 2 1 NA NA 2 1 1 NA NA 63
4080 3 2 1 1 17 NA 1 1 NA NA 63
4081 2 2 NA NA 47 2 1 1 1 1 60
4081 3 1 NA NA 18 3 1 1 1 1 60
4082 2 1 NA NA 61 2 1 NA 1 1 54
4082 3 NA 1 1 18 NA 1 NA 1 1 54
4083 2 1 NA 1 53 6 2 NA 1 1 61
4084 2 2 2 1 62 3 1 NA NA 1 95
4084 3 2 NA 1 40 8 1 NA NA 1 95
4084 4 2 2 NA 16 NA 1 NA NA 1 95
4085 2 2 1 1 75 NA 1 1 1 1 62
4086 2 NA 1 NA 12 3 2 2 1 1 32
4086 3 2 NA 1 10 3 2 2 1 1 32
4086 4 1 NA 1 31 12 2 2 1 1 32
